customer_id,name,dob,country,occupation,account_open_date,kyc_status,customer_type
C0372,shannon hester,,germany,engineer,2023-08-31,pending,retail
C0373,ashley allen,1947-11-07,china,teacher,2022-10-15,verified,corporate
C0374,charles williams,2003-11-05,uk,teacher,2023-10-12,verified,retail
C0375,jennifer estes,,us,engineer,2021-11-14,verified,retail
C0376,tayloz griffith,1952-06-06,russia,teacher,2021-11-13,pending,retail
C0377,mr. jonathan parker jr.,2003-11-01,russia,doctor,2023-11-09,pending,corporate
C0378,tracy lewis,,us,unemployed,2020/12/04,verified,corporate
C0379,johnny khan,1984-01-13,germany,doctor,2024-07-07,verified,corporate
C0380,adam rodriguez,1948-08-16,brazil,business owner,2022-10-05,verified,retail
C0381,pamela diaz,1966-10-09,us,doctor,2020-12-11,pending,corporate
C0382,chloe tran,1944-07-07,mexico,engineer,2023-10-19,verified,corporate
C0383,pamela ramirez,2006-10-26,uk,teacher,2021-07-10,pending,retail
C0384,brent brooks,2006-08-30,us,engineer,2023-05-25,verified,corporate
C0385,holly thomas,1980-07-05,us,doctor,2024-11-03,verified,retail
C0386,andrew williams,1988-01-27,us,student,2023/05/06,verified,corporate
C0387,kelly hernandez,2000-04-15,us,student,2024-11-23,verified,retail
C0388,timothy flores,1966-04-02,mexico,unemployed,2023-01-21,verified,retail
C0389,katie hicks,,us,teacher,2025-04-19,verified,retail
C0390,robert richardson,1985-05-13,uk,engineer,2021-06-11,verified,retail
C0391,lauren robles,1988-11-14,uk,doctor,2020-09-26,verified,retail
C0392,deborah rios,2005-08-29,us,student,2025-06-07,verified,corporate
C0393,mikayla silva,1951-02-12,germany,doctor,2024-12-20,verified,corporate
C0394,lisa randall,1949-07-26,canada,doctor,2022-07-28,verified,retail
C0395,travis rodriguez,,canada,not provided,2024-04-06,verified,retail
C0396,christian vaughn,1967-06-09,us,unemployed,2024-10-12,verified,retail
C0397,tami salas,1989-08-02,russia,business owner,2021-01-15,verified,corporate
C0398,kelly hoffman,2007-06-08,mexico,engineer,2024-07-31,verified,corporate
C0399,emily tyompson,2001-07-31,us,engineer,2025-01-17,verified,retail
C0400,hector ingram,1988-07-27,china,doctor,2022-10-05,pending,corporate
C0401,cheryl wright,1977-06-28,germany,unemployed,2023-01-19,verified,retail
C0402,william evans,1959-03-07,canada,engineer,2022-04-10,verified,retail
C0403,katherine castillo,1977-08-26,china,doctor,2022-11-02,verified,corporate
C0404,kenneth daniels,2000-06-20,uk,student,2023-11-13,verified,corporate
C0405,tina ballard,1959-04-12,us,engineer,2020-11-13,verified,corporate
C0406,miguel reed,1969-08-13,us,unemployed,2022-09-10,verified,retail
C0407,cindy clayton,,canada,teacher,2025-04-17,verified,retail
C0408,breanna gilbert,1979-06-12,uk,doctor,2022-07-19,verified,corporate
C0409,michael schmidt,,mexico,doctor,2022-06-29,verified,corporate
C0410,jason love,1946-05-10,us,student,2021-09-06,verified,retail
C0411,joshua hickman,1967-03-15,canada,doctor,2024-07-22,verified,corporate
C0412,curtis maynard,1961-05-14,us,teacher,2022-12-09,verified,corporate
C0413,susan davis,1978-08-01,us,business owner,2022-06-27,verified,retail
C0414,yiranda zuniga,2001-08-28,us,unemployed,2021/12/31,verified,corporate
C0415,ryan peck,1941-12-26,us,teacher,2023-11-21,verified,corporate
C0416,charlotte curry,1998-11-14,us,unemployed,2022-12-22,verified,retail
C0417,alexandra bradley,1946-10-24,mexico,doctor,2023-05-12,verified,retail
C0418,william daniels,1973-02-14,uk,unemployed,2021/08/26,verified,corporate
C0419,jzlie lee,1947-03-06,mexico,engineer,2023-04-29,flagged,retail
C0420,jimmy scott,1952-03-08,canada,student,2020-08-18,verified,retail
C0421,rachel bradley,1991-01-17,us,doctor,2022-02-26,verified,retail
C0422,scott prince,1995-10-15,germany,doctor,2024-02-24,pending,corporate
C0423,angie caldwell,1952-02-01,us,engineer,2021-09-15,pending,corporate
C0424,timothy smith,1965-08-12,us,business owner,2022-07-07,verified,retail
C0425,derek rivera,1979-02-24,russia,doctor,2025-05-20,verified,retail
C0426,matthew schwartz,1943-09-28,uk,doctor,2021-07-08,pending,retail
C0427,christopher parks,2002-04-30,canada,business owner,2023/02/27,verified,corporate
C0428,margaret shepard,1964-07-10,uk,teacher,2022-05-23,flagged,retail
C0429,cxsey hernandez,1990-05-25,us,student,2023-09-09,verified,corporate
C0430,joshua ruiz,1976-02-03,uk,unemployed,2022-05-15,verified,retail
C0431,melanie larson,1993-02-03,us,not provided,2021-03-17,flagged,corporate
C0432,kelsey cox,2001-12-06,uk,student,2025-04-23,pending,retail
C0433,ronald leach,1953-04-08,us,doctor,2025-05-20,verified,corporate
C0434,carmen bond,1969-07-31,uk,unemployed,2021-07-02,verified,retail
C0435,michelle burns,2000-09-06,canada,engineer,2024-11-07,verified,retail
C0436,anthony anderson,1967-10-13,russia,unemployed,2024-05-25,pending,retail
C0437,kristin chambers,1960-06-25,us,business owner,2020-09-11,verified,corporate
C0438,robertzreese,1978-11-13,russia,doctor,2021-02-17,verified,corporate
C0439,gregory brown,2007-03-01,us,doctor,2021-01-09,verified,retail
C0440,andrea peck,1941-09-02,uk,engineer,2022-12-14,verified,retail
C0441,randy cannon,2006-02-01,us,unemployed,2024-02-02,verified,corporate
C0442,steven west,2001-12-03,russia,unemployed,2023/09/21,verified,retail
C0443,michael stanley,1976-03-18,us,business owner,2021-08-23,verified,corporate
C0444,hannah wzite,1976-01-27,mexico,unemployed,2023-11-09,verified,retail
C0445,monica walker,1939-10-01,uk,business owner,2020-09-14,verified,corporate
C0446,julie ball,1968-05-16,uk,business owner,2025-01-13,verified,corporate
C0447,david murray,1950-01-25,us,teacher,2022-11-09,verified,corporate
C0448,shaun cannon,1941-09-14,uk,engineer,2024-01-29,verified,retail
C0449,taylor small,1955-11-21,us,business owner,2022-04-07,verified,corporate
C0450,kirk griffin,1985-03-30,germany,not provided,2020-12-04,verified,retail
C0451,andrew gonzales,,us,student,2022-05-12,verified,corporate
C0452,pattyxtaylor,2007-02-13,us,teacher,2022-12-21,verified,corporate
C0453,thomas johnston,1978-10-23,china,student,2023-03-29,verified,retail
C0454,shawn odom,1974-12-25,russia,unemployed,2022-05-23,verified,retail
C0455,donald hawkins,1979-10-10,canada,student,2022-01-01,flagged,corporate
C0456,jessica simpson,2005-09-04,uk,doctor,2023-06-11,pending,retail
C0457,megan fxoyd,1961-03-15,brazil,unemployed,2024-01-20,verified,retail
C0458,elijah white,1976-02-13,us,doctor,2024-07-16,verified,corporate
C0459,darin mathews,1949-05-02,uk,business owner,2024-06-13,verified,corporate
C0460,kristina faulkner,1977-06-08,uk,teacher,2025-01-07,pending,corporate
C0461,dyvid harris,1983-07-09,canada,student,2021-03-08,verified,corporate
C0462,sarah davis,1988-10-26,us,unemployed,2022-02-17,verified,corporate
C0463,james jacobs,1942-03-15,us,unemployed,2021-02-17,verified,corporate
C0464,philip ramsey,1977-07-17,russia,unemployed,2022-05-11,verified,retail
C0465,sean cook,2004-08-20,us,teacher,2020-08-22,verified,corporate
C0466,colton figueroa,1990-05-03,uk,doctor,2024-08-01,verified,retail
C0467,melissa padilla,1966-07-03,mexico,student,2022-07-19,verified,retail
C0468,patricia james,1975-10-29,us,business owner,2023-07-27,verified,corporate
C0469,ian andrade,1971-03-23,uk,not provided,2021-05-08,verified,retail
C0470,miranda gill,1961-04-21,us,unemployed,2022-03-29,pending,corporate
C0471,jason hart,1954-07-27,germany,business owner,2021-10-02,pending,corporate
C0472,juan silva,1988-07-04,uk,unemployed,2024-01-24,pending,corporate
C0473,craig hall,1978-04-15,uk,not provided,2022-08-08,pending,retail
C0474,mr. michael scott phd,2005-04-13,germany,unemployed,2024-09-07,verified,retail
C0475,nicholas bell,1949-01-13,uk,doctor,2025-02-28,flagged,retail
C0476,thomas weaver dds,1943-07-05,canada,unemployed,2024-12-19,verified,corporate
C0477,ryan landry,1984-12-25,us,business owner,2020-12-03,verified,retail
C0478,jennifer kirby,1955-04-06,us,student,2021-02-02,verified,retail
C0479,alexa wagner,1964-11-27,uk,engineer,2021-01-09,verified,corporate
C0480,mary jensen,1972-05-24,china,business owner,2024-08-29,verified,retail
C0481,joseph jenkins,1940-08-25,uk,unemployed,2025-01-05,verified,corporate
C0482,kimberly mitchell,1973-09-08,uk,doctor,2024-03-04,flagged,corporate
C0483,susan rodriguez,1946-01-24,brazil,doctor,2024-12-21,verified,corporate
C0484,corey fox,1994-12-27,mexico,engineer,2023-07-12,flagged,corporate
C0485,james watson,1967-02-21,uk,not provided,2024-06-01,pending,corporate
C0486,wanda perez,1986-01-22,canada,business owner,2021-03-13,verified,corporate
C0487,shannon maxone,1945-11-15,us,doctor,2023-12-17,verified,corporate
C0488,juan brown,1940-02-26,us,unemployed,2021-12-20,verified,corporate
C0489,ryan newman,1962-01-20,china,student,2025-04-29,pending,retail
C0490,valerie jayobson,2002-01-22,us,doctor,2020-11-15,flagged,retail
C0491,steven schwartz,,us,student,2024-07-22,verified,corporate
C0492,thomas cohen,,us,unemployed,2025-02-17,verified,corporate
C0493,amanda mcfarland,1960-11-29,us,unemployed,2020-08-23,verified,retail
C0494,laurie goodwin,1988-01-05,us,business owner,2023-11-25,pending,retail
C0495,elizabeth elliott,1978-01-28,mexico,not provided,2023-10-28,verified,corporate
C0496,kimberly reyes,,canada,teacher,2021-09-13,verified,retail
C0497,melissa miller,1990-03-29,us,unemployed,2023-06-15,flagged,retail
C0498,jeffrey roberson,1962-09-09,uk,student,2023-11-20,verified,retail
C0499,erin walters,1992-10-31,canada,not provided,2024-05-05,verified,retail
C0500,henry pugh md,1985-10-06,brazil,teacher,2025-06-30,verified,retail
