customer_id,name,dob,country,occupation,account_open_date,kyc_status,customer_type,transaction_id,date,amount_usd,transaction_country,merchant,channel,risk_level
C0126,kylie williams,1975-10-07,us,engineer,2024-02-26,verified,retail,T01427,2025-05-16,9.9,canada,bestbuy,wire,
C0127,andrea holland,1940-05-16,canada,teacher,2024-02-01,verified,corporate,,,,,,,
C0128,ashley yu,1982-10-06,uk,student,2024-06-03,verified,corporate,T00331,2024-08-14,880.03,mexico,not recorded,online,
C0128,ashley yu,1982-10-06,uk,student,2024-06-03,verified,corporate,T00821,2025-03-07,3247.62,us,luxury retailer,online,
C0128,ashley yu,1982-10-06,uk,student,2024-06-03,verified,corporate,T00864,2025-06-30,1162.36,uk,crypto exchange,in-person,
C0129,jessica gross,2005-03-18,us,unemployed,2022-10-23,pending,retail,T00764,2025-06-11,272474.0,uk,ebay,wire,
C0129,jessica gross,2005-03-18,us,unemployed,2022-10-23,pending,retail,T01438,2024-08-05,2439.4,us,amazon,in-person,
C0130,tamara hamptzn,1971-02-23,china,unemployed,2024-03-20,verified,retail,T00489,2024-10-06,6007.99,us,amazon,in-person,
C0130,tamara hamptzn,1971-02-23,china,unemployed,2024-03-20,verified,retail,T00702,2024-12-01,106.43,germany,ebay,in-person,
C0131,leslie morris,1956-03-20,brazil,not provided,2021-04-01,verified,corporate,T00874,2025-03-18,1050.98,us,bestbuy,wire,
C0131,leslie morris,1956-03-20,brazil,not provided,2021-04-01,verified,corporate,T01010,2025-05-02,1344.44,canada,bestbuy,in-person,
C0132,jerry christensen,1978-04-16,uk,business owner,2023-09-26,verified,retail,T00085,2024-11-23,744.98,canada,bestbuy,not recorded,
C0132,jerry christensen,1978-04-16,uk,business owner,2023-09-26,verified,retail,T00855,2024-11-03,459.18,us,amazon,in-person,
C0133,johnny nguyen,1972-09-09,uk,doctor,2022-04-26,verified,retail,T00320,2024-07-07,576.01,brazil,amazon,online,
C0133,johnny nguyen,1972-09-09,uk,doctor,2022-04-26,verified,retail,T00456,2025-02-01,1357.01,canada,ebay,online,
C0134,david rymirez,1980-01-30,us,business owner,2022/11/11,verified,corporate,T00303,2024-12-10,1555.82,china,crypto exchange,wire,
C0134,david rymirez,1980-01-30,us,business owner,2022/11/11,verified,corporate,T00518,2025-04-05,3327.3,mexico,amazon,in-person,
C0134,david rymirez,1980-01-30,us,business owner,2022/11/11,verified,corporate,T00646,2025-03-17,4424.16,uk,luxury retailer,wire,
C0134,david rymirez,1980-01-30,us,business owner,2022/11/11,verified,corporate,T01117,2024-10-16,191.89,canada,amazon,online,
C0134,david rymirez,1980-01-30,us,business owner,2022/11/11,verified,corporate,T01381,2024-11-13,357.11,uk,walmart,in-person,
C0134,david rymirez,1980-01-30,us,business owner,2022/11/11,verified,corporate,T01498,2024-11-06,1245.36,us,amazon,online,
C0135,kellie lee,1955-12-08,canada,student,2023-12-20,pending,retail,T00275,2024-11-06,1432.19,canada,ebay,online,
C0135,kellie lee,1955-12-08,canada,student,2023-12-20,pending,retail,T00660,2025-04-03,1691.56,uk,ebay,wire,
C0135,kellie lee,1955-12-08,canada,student,2023-12-20,pending,retail,T00754,2025-04-12,815.65,us,bestbuy,in-person,
C0135,kellie lee,1955-12-08,canada,student,2023-12-20,pending,retail,T01310,2024.10.05,3372.91,us,ebay,in-person,
C0136,peter vaughn dds,1972-11-29,brazil,unemployed,2024-04-28,verified,retail,T00680,2025-04-02,4012.49,us,ebay,wire,Low
C0137,anna walker,1986-08-03,us,student,2022/07/31,verified,corporate,T00100,2024-11-12,228.33,canada,amazon,wire,
C0137,anna walker,1986-08-03,us,student,2022/07/31,verified,corporate,T01401,2024-11-21,365.54,us,bestbuy,online,
C0138,kevin kennedy,1975-08-23,us,doctor,2023-06-09,verified,retail,T00124,2024-12-07,233.18,us,walmart,in-person,
C0138,kevin kennedy,1975-08-23,us,doctor,2023-06-09,verified,retail,T00419,2025-01-14,2232.65,canada,ebay,online,
C0138,kevin kennedy,1975-08-23,us,doctor,2023-06-09,verified,retail,T00434,2024-09-29,213.22,mexico,ebay,in-person,
C0138,kevin kennedy,1975-08-23,us,doctor,2023-06-09,verified,retail,T00508,2025-05-14,3457.99,china,amazon,wire,
C0139,patrick rivera,1987-05-05,uk,doctor,2024-05-15,verified,corporate,T00109,2024-12-20,519.61,us,amazon,wire,
C0139,patrick rivera,1987-05-05,uk,doctor,2024-05-15,verified,corporate,T00779,2024-10-06,2546.19,china,walmart,wire,
C0139,patrick rivera,1987-05-05,uk,doctor,2024-05-15,verified,corporate,T00918,2025-01-20,5930.53,us,ebay,online,
C0139,patrick rivera,1987-05-05,uk,doctor,2024-05-15,verified,corporate,T01132,2025-06-03,1369.86,us,amazon,in-person,
C0140,david martinez,1952-08-13,us,student,2023-03-13,verified,retail,T00120,2024-09-22,1550.2,canada,bestbuy,online,
C0140,david martinez,1952-08-13,us,student,2023-03-13,verified,retail,T00305,2024-09-15,2589.92,us,crypto exchange,online,
C0140,david martinez,1952-08-13,us,student,2023-03-13,verified,retail,T00510,2025-02-12,2587.21,russia,ebay,wire,
C0140,david martinez,1952-08-13,us,student,2023-03-13,verified,retail,T01320,2025-04-05,124.5,us,ebay,wire,
C0140,david martinez,1952-08-13,us,student,2023-03-13,verified,retail,T01371,2025-06-05,7108.35,canada,walmart,wire,
C0141,joshua gill,1952-02-10,uk,business owner,2022-02-21,verified,corporate,T00842,2025-05-15,2178.54,china,ebay,in-person,
C0142,john hardy,2005-12-20,us,teacher,2024-12-21,verified,retail,T00928,2025-05-02,1560.18,russia,ebay,wire,
C0142,john hardy,2005-12-20,us,teacher,2024-12-21,verified,retail,T01204,2025-02-13,781.97,us,amazon,online,
C0143,veronica wall,1959-09-03,canada,engineer,2022-06-12,verified,retail,T00583,2025-04-16,1356.98,uk,amazon,in-person,
C0143,veronica wall,1959-09-03,canada,engineer,2022-06-12,verified,retail,T01370,2025-01-26,542.42,canada,walmart,in-person,
C0144,eric erickson,1948-02-16,mexico,engineer,2022-11-05,verified,retail,T00298,2025-02-08,486.24,us,crypto exchange,in-person,
C0144,eric erickson,1948-02-16,mexico,engineer,2022-11-05,verified,retail,T00747,2024/10/21,968.66,us,walmart,online,
C0144,eric erickson,1948-02-16,mexico,engineer,2022-11-05,verified,retail,T00757,2025-05-04,1935.55,us,ebay,in-person,
C0145,anthony carter,2003-10-04,uk,engineer,2021-08-02,verified,corporate,,,,,,,
C0146,nicole garcia,1940-05-06,canada,engineer,2025-05-24,verified,retail,,,,,,,
C0147,john peterson,2005-03-19,canada,engineer,2020-12-12,flagged,retail,T00565,2025-04-30,863.37,china,bestbuy,online,
C0147,john peterson,2005-03-19,canada,engineer,2020-12-12,flagged,retail,T00568,2025-01-22,1150.64,mexico,amazon,online,
C0147,john peterson,2005-03-19,canada,engineer,2020-12-12,flagged,retail,T00715,2025-02-28,858.09,us,walmart,in-person,
C0148,scott wilson,1943-12-17,uk,doctor,2023-12-02,verified,corporate,T00190,2025-06-08,553.75,us,bestbuy,wire,
C0148,scott wilson,1943-12-17,uk,doctor,2023-12-02,verified,corporate,T00735,2024-08-29,888.92,us,ebay,wire,
C0148,scott wilson,1943-12-17,uk,doctor,2023-12-02,verified,corporate,T00980,2025-05-14,1816.86,mexico,amazon,online,
C0148,scott wilson,1943-12-17,uk,doctor,2023-12-02,verified,corporate,T01001,2025-05-06,409.46,us,walmart,wire,
C0148,scott wilson,1943-12-17,uk,doctor,2023-12-02,verified,corporate,T01481,2025-05-23,3405.68,canada,bestbuy,wire,
C0149,kenneth parks jr.,1994-09-17,us,business owner,2025-04-19,verified,retail,T01307,2025-05-30,2504.13,uk,amazon,wire,
C0150,angela wright,1977-06-27,us,doctor,2024-01-20,pending,retail,T00196,2024-11-22,859.14,us,amazon,wire,
C0150,angela wright,1977-06-27,us,doctor,2024-01-20,pending,retail,T00210,2024-11-20,350.63,us,amazon,in-person,
C0150,angela wright,1977-06-27,us,doctor,2024-01-20,pending,retail,T00778,2025-05-10,2562.09,canada,ebay,wire,
C0150,angela wright,1977-06-27,us,doctor,2024-01-20,pending,retail,T01076,2024-12-21,1116.44,us,ebay,online,
C0151,rachel perez,1975-01-27,canada,unemployed,2023-09-30,verified,corporate,T00373,2024-10-06,198.41,us,amazon,not recorded,
C0151,rachel perez,1975-01-27,canada,unemployed,2023-09-30,verified,corporate,T00840,2025-06-28,2000.78,uk,bestbuy,in-person,
C0152,jeremy dalton,2006-11-19,uk,business owner,2024-02-28,verified,corporate,T00123,2024-09-12,765.46,canada,walmart,online,
C0152,jeremy dalton,2006-11-19,uk,business owner,2024-02-28,verified,corporate,T00252,2024-12-14,972.58,mexico,walmart,online,
C0153,marc lynch,1989-11-16,us,student,2021-05-10,pending,retail,T00478,2024-12-27,1614.22,brazil,not recorded,in-person,
C0153,marc lynch,1989-11-16,us,student,2021-05-10,pending,retail,T01455,2024-10-16,61.72,us,unknown vendor,wire,
C0154,christine clark,1984-06-15,uk,doctor,2021-03-15,verified,corporate,T00064,2025-02-13,882.45,china,amazon,wire,
C0154,christine clark,1984-06-15,uk,doctor,2021-03-15,verified,corporate,T00102,2025-03-03,2023.46,mexico,walmart,in-person,
C0154,christine clark,1984-06-15,uk,doctor,2021-03-15,verified,corporate,T00418,2025-03-16,796.97,germany,bestbuy,not recorded,
C0155,christopher jones,1939-09-11,canada,not provided,2023/12/27,verified,corporate,T00616,2025-04-28,5073.39,mexico,amazon,wire,
C0155,christopher jones,1939-09-11,canada,not provided,2023/12/27,verified,corporate,T01454,2024-07-10,1690.78,us,walmart,online,
C0156,kirk carter,,mexico,unemployed,2022-12-18,verified,corporate,T01109,2024-08-21,2381.59,canada,ebay,online,
C0156,kirk carter,,mexico,unemployed,2022-12-18,verified,corporate,T01269,2024-07-16,1832.68,uk,unknown vendor,wire,
C0156,kirk carter,,mexico,unemployed,2022-12-18,verified,corporate,T01336,2024-07-20,2101.51,us,walmart,online,
C0157,michele gibson,1986-04-16,uk,business owner,2022-07-01,verified,corporate,T00624,2024-07-12,1325.33,us,walmart,in-person,
C0158,rachel weber,1984-07-03,china,teacher,2022-03-12,verified,corporate,T00309,2024-12-20,3171.31,us,not recorded,online,
C0158,rachel weber,1984-07-03,china,teacher,2022-03-12,verified,corporate,T00797,2025-05-27,5379.98,us,amazon,wire,
C0158,rachel weber,1984-07-03,china,teacher,2022-03-12,verified,corporate,T01297,2024-07-27,366.6,germany,unknown vendor,online,
C0158,rachel weber,1984-07-03,china,teacher,2022-03-12,verified,corporate,T01338,2024-07-27,2280.3,us,amazon,online,
C0159,joshua holland,2001-04-30,us,student,2022-10-09,verified,corporate,T00937,2025-01-19,37.12,mexico,unknown vendor,online,
C0160,andrea martin,1960-06-11,us,student,2025-05-09,pending,retail,T00167,2025-03-24,773.62,us,walmart,in-person,
C0160,andrea martin,1960-06-11,us,student,2025-05-09,pending,retail,T00416,2025-02-09,1190.03,us,bestbuy,in-person,
C0160,andrea martin,1960-06-11,us,student,2025-05-09,pending,retail,T00423,2024-12-14,191.27,canada,bestbuy,not recorded,
C0160,andrea martin,1960-06-11,us,student,2025-05-09,pending,retail,T01045,2024/12/16,4342.72,mexico,bestbuy,wire,
C0160,andrea martin,1960-06-11,us,student,2025-05-09,pending,retail,T01387,2024-12-22,2969.78,canada,bestbuy,online,
C0161,jessica harrison,1960-03-16,uk,doctor,2023-12-08,verified,corporate,T00181,2024-12-27,834.26,uk,ebay,in-person,High
C0161,jessica harrison,1960-03-16,uk,doctor,2023-12-08,verified,corporate,T00185,2024-12-08,596.65,us,bestbuy,online,High
C0161,jessica harrison,1960-03-16,uk,doctor,2023-12-08,verified,corporate,T01136,2025-04-08,158.37,uk,ebay,online,High
C0161,jessica harrison,1960-03-16,uk,doctor,2023-12-08,verified,corporate,T01433,2025/07/04,1342.17,mexico,unknown vendor,wire,High
C0161,jessica harrison,1960-03-16,uk,doctor,2023-12-08,verified,corporate,T01466,2024-07-24,98.83,uk,amazon,online,High
C0162,kathryn snyder,1944-12-26,us,unemployed,2020/11/06,verified,corporate,T00247,2024-11-16,1117.88,canada,amazon,in-person,
C0162,kathryn snyder,1944-12-26,us,unemployed,2020/11/06,verified,corporate,T00612,2025-05-08,3212.99,us,ebay,in-person,
C0162,kathryn snyder,1944-12-26,us,unemployed,2020/11/06,verified,corporate,T00745,2024-08-29,528.49,us,luxury retailer,in-person,
C0163,morgan munoz,1941-04-09,uk,unemployed,2021-04-15,pending,retail,T00836,2024-08-07,1085.75,germany,walmart,wire,
C0163,morgan munoz,1941-04-09,uk,unemployed,2021-04-15,pending,retail,T01276,2025-05-04,221.71,uk,bestbuy,wire,
C0163,morgan munoz,1941-04-09,uk,unemployed,2021-04-15,pending,retail,T01278,2024/07/28,8634.37,germany,amazon,wire,
C0163,morgan munoz,1941-04-09,uk,unemployed,2021-04-15,pending,retail,T01402,2024-09-30,366.93,us,bestbuy,in-person,
C0164,michael valencia,1979-06-20,us,student,2020-09-08,verified,retail,T00284,2024-11-16,197.39,us,amazon,wire,
C0164,michael valencia,1979-06-20,us,student,2020-09-08,verified,retail,T00364,2024/10/29,1577.63,us,unknown vendor,online,
C0164,michael valencia,1979-06-20,us,student,2020-09-08,verified,retail,T01040,2024-11-02,757.52,canada,ebay,not recorded,
C0165,miss debra williams phd,1971-07-13,mexico,business owner,2024-12-04,verified,corporate,T00334,2025.01.30,246.76,us,amazon,wire,
C0165,miss debra williams phd,1971-07-13,mexico,business owner,2024-12-04,verified,corporate,T01039,2025-04-14,135.18,us,amazon,in-person,
C0165,miss debra williams phd,1971-07-13,mexico,business owner,2024-12-04,verified,corporate,T01392,2024-11-06,152.68,us,ebay,online,
C0166,sydney white,1979-05-06,canada,teacher,2024-03-21,verified,corporate,T00224,2024-08-16,916.83,russia,bestbuy,in-person,
C0167,katherine davis,1963-03-11,mexico,doctor,2023-12-26,verified,corporate,T00145,2025/02/20,670.5,us,walmart,wire,
C0167,katherine davis,1963-03-11,mexico,doctor,2023-12-26,verified,corporate,T00829,2024-08-07,2675.02,us,walmart,in-person,
C0167,katherine davis,1963-03-11,mexico,doctor,2023-12-26,verified,corporate,T01214,2024-09-11,3167.63,us,amazon,wire,
C0168,michael hodge,1961-12-15,uk,unemployed,2024-01-05,verified,corporate,T00264,2025-05-06,1460.99,us,ebay,in-person,
C0168,michael hodge,1961-12-15,uk,unemployed,2024-01-05,verified,corporate,T00288,2025-05-12,1564.59,us,bestbuy,wire,
C0168,michael hodge,1961-12-15,uk,unemployed,2024-01-05,verified,corporate,T01228,2024-10-09,641.0,us,amazon,in-person,
C0168,michael hodge,1961-12-15,uk,unemployed,2024-01-05,verified,corporate,T01359,2024-11-08,648.22,us,bestbuy,wire,
C0169,dxnna landry,1994-11-16,us,student,2025-03-11,verified,corporate,T00083,2025-05-05,803.64,us,ebay,online,
C0169,dxnna landry,1994-11-16,us,student,2025-03-11,verified,corporate,T00507,2024-09-24,4836.6,us,bestbuy,in-person,
C0170,brandon king,1947-05-27,us,business owner,2023-12-13,verified,retail,T00009,2025-04-08,1838.16,us,bestbuy,not recorded,
C0170,brandon king,1947-05-27,us,business owner,2023-12-13,verified,retail,T00115,2024-08-27,2006.99,us,walmart,in-person,
C0170,brandon king,1947-05-27,us,business owner,2023-12-13,verified,retail,T00379,2024-08-29,3369.06,us,amazon,in-person,
C0170,brandon king,1947-05-27,us,business owner,2023-12-13,verified,retail,T00498,2025-02-28,161.84,us,amazon,online,
C0171,samantha smith,1998-09-03,canada,business owner,2025-02-15,verified,retail,T00139,2024-12-05,903.95,russia,bestbuy,wire,
C0171,samantha smith,1998-09-03,canada,business owner,2025-02-15,verified,retail,T01012,2024-09-19,8791.12,us,walmart,in-person,
C0172,anthony stone,1981-11-18,canada,doctor,2024-10-01,verified,corporate,T00274,2024-12-28,4889.23,russia,amazon,online,
C0172,anthony stone,1981-11-18,canada,doctor,2024-10-01,verified,corporate,T00767,2025-01-23,2874.83,us,bestbuy,in-person,
C0172,anthony stone,1981-11-18,canada,doctor,2024-10-01,verified,corporate,T01208,2024-12-06,1180.83,mexico,unknown vendor,wire,
C0172,anthony stone,1981-11-18,canada,doctor,2024-10-01,verified,corporate,T01303,2024-12-03,106.74,us,luxury retailer,wire,
C0173,olivia harris,1976-11-19,germany,engineer,2021-08-17,verified,corporate,T01175,2025-03-13,2010.28,canada,amazon,online,
C0174,jessica zolfe,1947-10-11,us,teacher,2020-10-03,verified,retail,T00376,2024-09-15,768.31,uk,ebay,wire,
C0174,jessica zolfe,1947-10-11,us,teacher,2020-10-03,verified,retail,T01022,2024-12-12,705.79,germany,ebay,online,
C0174,jessica zolfe,1947-10-11,us,teacher,2020-10-03,verified,retail,T01286,2024-09-05,1458.43,mexico,walmart,online,
C0174,jessica zolfe,1947-10-11,us,teacher,2020-10-03,verified,retail,T01405,2025-05-18,2180.13,us,amazon,wire,
C0175,lisa allen,1950-04-16,us,teacher,2023-02-26,verified,retail,T00118,2025.02.25,412.99,mexico,ebay,in-person,
C0175,lisa allen,1950-04-16,us,teacher,2023-02-26,verified,retail,T01065,2025-02-16,1094.14,us,ebay,wire,
C0175,lisa allen,1950-04-16,us,teacher,2023-02-26,verified,retail,T01328,2025-05-26,3118.43,brazil,amazon,online,
C0176,kristen davis,2007-01-13,mexico,student,2021-06-23,verified,retail,T00237,2024-12-26,659.15,russia,luxury retailer,wire,
C0176,kristen davis,2007-01-13,mexico,student,2021-06-23,verified,retail,T00465,2024-12-24,6549.44,us,ebay,wire,
C0176,kristen davis,2007-01-13,mexico,student,2021-06-23,verified,retail,T00755,2025-02-26,299.95,us,bestbuy,online,
C0177,bruce collier,1973-06-05,uk,student,2022/12/29,verified,corporate,T00560,2024-12-28,1936.8,brazil,amazon,in-person,
C0177,bruce collier,1973-06-05,uk,student,2022/12/29,verified,corporate,T00625,2024-08-23,1926.0,us,crypto exchange,in-person,
C0177,bruce collier,1973-06-05,uk,student,2022/12/29,verified,corporate,T00799,2024-12-16,2385.74,us,ebay,in-person,
C0178,denise davenport,2006-03-21,us,teacher,2024-07-12,verified,corporate,,,,,,,
C0179,juan reyes,2002-03-31,us,teacher,2024-11-01,verified,retail,T00722,2025-03-06,399.91,us,walmart,online,
C0179,juan reyes,2002-03-31,us,teacher,2024-11-01,verified,retail,T00888,2025-05-06,54410.0,china,bestbuy,online,
C0179,juan reyes,2002-03-31,us,teacher,2024-11-01,verified,retail,T00904,2024-07-17,1749.54,us,bestbuy,in-person,
C0179,juan reyes,2002-03-31,us,teacher,2024-11-01,verified,retail,T01200,2025-01-01,278.72,us,ebay,online,
C0180,breanna jones,1992-02-03,uk,not provided,2024-01-16,verified,retail,T00243,2025-02-19,4927.02,canada,ebay,not recorded,
C0180,breanna jones,1992-02-03,uk,not provided,2024-01-16,verified,retail,T00370,2024-08-27,143.77,uk,amazon,wire,
C0180,breanna jones,1992-02-03,uk,not provided,2024-01-16,verified,retail,T01396,2025-04-01,353082.0,us,amazon,online,
C0181,richard adams,1939-09-08,russia,doctor,2022-12-01,verified,retail,T00344,2025-01-12,1137.8,brazil,ebay,in-person,
C0181,richard adams,1939-09-08,russia,doctor,2022-12-01,verified,retail,T01107,2024-11-04,1009.16,germany,walmart,wire,
C0181,richard adams,1939-09-08,russia,doctor,2022-12-01,verified,retail,T01272,2024-09-29,3933.98,us,luxury retailer,in-person,
C0182,sara carpenter,1984-06-02,us,student,2024-09-04,verified,retail,T00326,2025-04-05,2678.03,us,amazon,wire,
C0182,sara carpenter,1984-06-02,us,student,2024-09-04,verified,retail,T00737,2024-08-22,996.63,us,ebay,online,
C0182,sara carpenter,1984-06-02,us,student,2024-09-04,verified,retail,T00927,2024-10-13,625.8,mexico,amazon,in-person,
C0182,sara carpenter,1984-06-02,us,student,2024-09-04,verified,retail,T01095,2024-08-04,524.47,us,bestbuy,online,
C0183,jill washington,1962-02-18,canada,student,2025-03-16,pending,corporate,T00121,2025-01-08,3294.7,uk,bestbuy,online,
C0183,jill washington,1962-02-18,canada,student,2025-03-16,pending,corporate,T00790,2024-07-10,5885.65,china,bestbuy,wire,
C0183,jill washington,1962-02-18,canada,student,2025-03-16,pending,corporate,T01050,2024-10-22,43.0,us,walmart,in-person,
C0183,jill washington,1962-02-18,canada,student,2025-03-16,pending,corporate,T01372,2024-11-24,399.29,us,ebay,wire,
C0184,jamie cantu,1998-09-09,us,unemployed,2022-02-12,flagged,corporate,T00343,2025-06-06,380.39,brazil,amazon,in-person,
C0184,jamie cantu,1998-09-09,us,unemployed,2022-02-12,flagged,corporate,T00496,2025-06-05,871.91,canada,not recorded,online,
C0184,jamie cantu,1998-09-09,us,unemployed,2022-02-12,flagged,corporate,T01235,2025-01-08,2109.19,us,ebay,online,
C0185,mrs. janet chase,1967-06-19,uk,teacher,2020-11-18,pending,retail,T00255,2024-08-20,371.44,brazil,amazon,in-person,
C0185,mrs. janet chase,1967-06-19,uk,teacher,2020-11-18,pending,retail,T00920,2024-07-27,301.91,china,amazon,in-person,
C0185,mrs. janet chase,1967-06-19,uk,teacher,2020-11-18,pending,retail,T01500,2024-08-15,3980.43,brazil,amazon,wire,
C0186,john mcintyre,1965-06-15,brazil,engineer,2023-10-18,verified,corporate,T00753,2025-02-24,1976.15,mexico,amazon,in-person,
C0186,john mcintyre,1965-06-15,brazil,engineer,2023-10-18,verified,corporate,T01202,2024-09-09,4979.0,china,luxury retailer,in-person,
C0186,john mcintyre,1965-06-15,brazil,engineer,2023-10-18,verified,corporate,T01334,2024-09-12,11217.26,us,bestbuy,in-person,
C0186,john mcintyre,1965-06-15,brazil,engineer,2023-10-18,verified,corporate,T01446,2025-05-21,389.96,us,bestbuy,wire,
C0186,john mcintyre,1965-06-15,brazil,engineer,2023-10-18,verified,corporate,T01451,2025-06-15,1375.03,brazil,ebay,in-person,
C0187,rebecca pearson md,2005-03-02,mexico,engineer,2020-10-29,verified,retail,T00146,2025-02-02,75.17,us,ebay,in-person,
C0187,rebecca pearson md,2005-03-02,mexico,engineer,2020-10-29,verified,retail,T00281,2024-08-19,4414.65,us,amazon,online,
C0187,rebecca pearson md,2005-03-02,mexico,engineer,2020-10-29,verified,retail,T00538,2024-08-24,568.3,canada,amazon,in-person,
C0187,rebecca pearson md,2005-03-02,mexico,engineer,2020-10-29,verified,retail,T00650,2024-11-27,1380.07,uk,ebay,in-person,
C0187,rebecca pearson md,2005-03-02,mexico,engineer,2020-10-29,verified,retail,T01246,2025-01-26,1968.18,china,amazon,wire,
C0188,vincent rivera,1946-05-05,us,student,2024-04-03,verified,corporate,T00179,2024-11-29,5520.69,us,bestbuy,wire,
C0188,vincent rivera,1946-05-05,us,student,2024-04-03,verified,corporate,T01098,2025-05-04,412.67,us,amazon,wire,
C0189,thomas smith,1949-04-28,us,not provided,2023-12-31,verified,corporate,T00021,2024-11-05,1892.74,mexico,amazon,online,
C0189,thomas smith,1949-04-28,us,not provided,2023-12-31,verified,corporate,T00240,2025-01-01,389.87,china,amazon,online,
C0189,thomas smith,1949-04-28,us,not provided,2023-12-31,verified,corporate,T01257,2025-01-08,447.6,canada,crypto exchange,online,
C0190,tracy jones,1992-09-10,canada,student,2022-10-07,verified,retail,T00080,2024-12-16,246.3,us,amazon,online,
C0190,tracy jones,1992-09-10,canada,student,2022-10-07,verified,retail,T00389,2025-01-11,2777.51,us,amazon,wire,
C0191,michael santos,1997-06-22,brazil,business owner,2023-04-22,verified,retail,T01254,2025/05/05,267.49,us,bestbuy,in-person,
C0192,shannon james,1961-01-22,uk,unemployed,2024-08-30,verified,retail,T00023,2024/08/16,691.03,us,ebay,wire,
C0192,shannon james,1961-01-22,uk,unemployed,2024-08-30,verified,retail,T00093,2024-09-19,2860.79,us,ebay,in-person,
C0192,shannon james,1961-01-22,uk,unemployed,2024-08-30,verified,retail,T00186,2025-01-29,2157.53,mexico,ebay,wire,
C0192,shannon james,1961-01-22,uk,unemployed,2024-08-30,verified,retail,T01317,2025-06-25,1494.8,uk,ebay,wire,
C0193,amanda jones,1982-06-18,brazil,engineer,2022-12-15,verified,retail,T00295,2025.02.05,271.78,russia,walmart,online,
C0193,amanda jones,1982-06-18,brazil,engineer,2022-12-15,verified,retail,T00485,2025-06-07,1755.65,china,amazon,in-person,
C0194,nicole hamilton md,1982-08-21,canada,unemployed,2021-05-14,verified,corporate,T00358,2025-03-02,1762.69,us,ebay,online,
C0194,nicole hamilton md,1982-08-21,canada,unemployed,2021-05-14,verified,corporate,T00976,2025/06/21,608.34,uk,amazon,online,
C0195,michael berger,,uk,not provided,2023-04-09,verified,corporate,T00046,2024-08-11,2172.51,russia,amazon,wire,
C0195,michael berger,,uk,not provided,2023-04-09,verified,corporate,T00104,2025-05-14,1420.87,us,bestbuy,in-person,
C0195,michael berger,,uk,not provided,2023-04-09,verified,corporate,T01126,2025-04-05,1600.83,mexico,bestbuy,wire,
C0195,michael berger,,uk,not provided,2023-04-09,verified,corporate,T01355,2025-06-27,1333.67,us,ebay,wire,
C0196,elaine brooks,1949-06-02,brazil,unemployed,2022-08-03,verified,corporate,T00332,2025-05-12,2836.36,canada,bestbuy,in-person,
C0196,elaine brooks,1949-06-02,brazil,unemployed,2022-08-03,verified,corporate,T00617,2024-07-24,126.05,us,ebay,wire,
C0196,elaine brooks,1949-06-02,brazil,unemployed,2022-08-03,verified,corporate,T00887,2025-01-22,2115.4,us,amazon,wire,
C0196,elaine brooks,1949-06-02,brazil,unemployed,2022-08-03,verified,corporate,T01086,2024-12-05,1259.97,us,amazon,online,
C0196,elaine brooks,1949-06-02,brazil,unemployed,2022-08-03,verified,corporate,T01149,2025-06-02,3802.01,us,luxury retailer,wire,
C0197,kylie sparks,1951-01-29,us,teacher,2021-12-31,pending,corporate,T00330,2025-02-15,569.32,us,amazon,in-person,
C0197,kylie sparks,1951-01-29,us,teacher,2021-12-31,pending,corporate,T00711,2024-08-01,2856.13,brazil,bestbuy,in-person,
C0198,seth harvey,1955-11-25,mexico,teacher,2024-09-29,verified,retail,T00432,2025-05-11,2866.86,us,unknown vendor,not recorded,
C0198,seth harvey,1955-11-25,mexico,teacher,2024-09-29,verified,retail,T00598,2025-05-22,378.26,us,walmart,online,
C0198,seth harvey,1955-11-25,mexico,teacher,2024-09-29,verified,retail,T00921,2025-01-16,4057.01,us,bestbuy,in-person,
C0198,seth harvey,1955-11-25,mexico,teacher,2024-09-29,verified,retail,T01296,2025-04-18,446.66,us,amazon,wire,
C0199,briana murray,1956-10-17,germany,business owner,2024-06-02,pending,retail,T00657,2025-03-05,667.52,us,not recorded,online,
C0199,briana murray,1956-10-17,germany,business owner,2024-06-02,pending,retail,T01218,2024-09-16,2281.99,us,bestbuy,online,
C0200,adam ballazd,2000-11-02,canada,engineer,2022-12-16,verified,corporate,T01172,2025-03-29,7946.33,us,ebay,wire,
C0201,brooke alexander,1963-01-11,brazil,engineer,2025-07-05,flagged,corporate,T00360,2025-05-18,1713.56,china,walmart,in-person,
C0201,brooke alexander,1963-01-11,brazil,engineer,2025-07-05,flagged,corporate,T01048,2024-08-30,49.41,us,ebay,in-person,
C0201,brooke alexander,1963-01-11,brazil,engineer,2025-07-05,flagged,corporate,T01056,2025.05.30,863.76,us,crypto exchange,not recorded,
C0201,brooke alexander,1963-01-11,brazil,engineer,2025-07-05,flagged,corporate,T01259,2025.05.05,132.73,china,amazon,online,
C0202,victor vaughn,1970-08-07,mexico,student,2023-01-30,flagged,corporate,T00215,2025-02-09,2490.83,us,ebay,wire,
C0202,victor vaughn,1970-08-07,mexico,student,2023-01-30,flagged,corporate,T00382,2024-12-15,2386.31,uk,walmart,online,
C0202,victor vaughn,1970-08-07,mexico,student,2023-01-30,flagged,corporate,T01085,2025-05-13,5791.12,mexico,walmart,wire,
